gid,lbl,val_200,d_name,cctv_mod,g2_env,g3_flow,w1_female,w2_dandock,index_k,index_rank
다사401441,,0,수궁동,0,0,,1,1,0,1709
다사399440,,0,수궁동,0,0,,1,1,0,1709
다사443439,,0,구로1동,0,0,,1,1,0,1709
다사433448,,0,고척1동,0,0,4,1,1,4,1198
다사445444,,0,구로1동,0,0,2.5,1,1,2.5,1344
다사439443,,0,고척1동,0,0,1,1,1,1,1564
다사458461,,0,신도림동,0,0,,1,1,0,1709
다사444447,,0,구로2동,0,0,,1,1,0,1709
다사407455,,0,수궁동,0,0,1,1,1,1,1564
다사421433,,0,오류2동,0,0,2.5,1,1,2.5,1344
다사465429,,0,구로3동,0,0,4,1,1,4,1198
다사409452,,0,수궁동,0,0,,1,1,0,1709
다사444436,,0,구로1동,0,0,,1,1,0,1709
다사423436,,0,오류2동,0,0,1.5,1,1,1.5,1461
다사447450,,0,구로2동,0,0,1.5,1,1,1.5,1461
다사408437,,0,오류2동,0,0,2,1,1,2,1402
다사423430,,0,개봉3동,0,0,1,1,1,1,1564
다사406425,,0,항동,0,0,,1,1,0,1709
다사447456,,0,신도림동,0,0,1,1,1,1,1564
다사401447,,0,수궁동,0,0,,1,1,0,1709
다사454462,,0,신도림동,0,0,2,1,1,2,1402
다사429444,,0,개봉1동,0,0,2.5,1,1,2.5,1344
다사450464,,0,신도림동,0,0,,1,1,0,1709
다사393440,,0,수궁동,0,0,1.5,1,1,1.5,1461
다사418453,,0,개봉1동,0,0,1.5,1,1,1.5,1461
다사442446,,0,구로2동,0,0,3,1,1,3,1290
다사405437,,0,수궁동,0,0,2,1,1,2,1402
다사430458,,0,고척2동,0,0,,1,1,0,1709
다사408425,,0,항동,0,0,,1,1,0,1709
다사463456,,0,구로5동,0,0,,1,1,0,1709
다사444438,,0,구로1동,0,0,,1,1,0,1709
다사411438,,0,오류2동,0,0,1.5,1,1,1.5,1461
다사450441,,0,구로1동,0,0,,1,1,0,1709
다사460460,,0,신도림동,0,0,,1,1,0,1709
다사464426,,0,구로3동,0,0,1.5,1,1,1.5,1461
다사463445,,0,구로5동,0,0,,1,1,0,1709
다사444441,,0,구로1동,0,0.75,5,1,1,5.75,1029
다사401442,,0,수궁동,0,0,2,1,1,2,1402
다사411428,,0,오류2동,0,0,1,1,1,1,1564
다사450436,,0,구로1동,0,0,1,1,1,1,1564
다사442436,,0,구로1동,0,0,,1,1,0,1709
다사407456,,0,수궁동,0,0,,1,1,0,1709
다사420419,,0,오류2동,0,0,1,1,1,1,1564
다사443450,,0,고척1동,0,0,1.5,1,1,1.5,1461
다사410450,,0,수궁동,0,0,1,1,1,1,1564
다사401456,,0,수궁동,0,0,,1,1,0,1709
다사459456,,0,신도림동,0,0,4,1,1,4,1198
다사419422,,0,오류2동,0,0,1,1,1,1,1564
다사444453,,0,고척1동,0,0,,1,1,0,1709
다사462458,,0,신도림동,0,0,,1,1,0,1709
다사446445,,0,구로2동,0,0,2.5,1,1,2.5,1344
다사441440,,0,개봉2동,0,0,,1,1,0,1709
다사401453,,0,수궁동,0,0,,1,1,0,1709
다사402420,,0,항동,0,0,,1,1,0,1709
다사402453,,0,수궁동,0,0,,1,1,0,1709
다사466435,,0,구로3동,0,0,,1,1,0,1709
다사451440,,0,구로1동,0,0,,1,1.041,0,1709
다사422436,,0,오류2동,0,0,1,1,1,1,1564
다사429429,,0,개봉3동,0,0,2,1,1,2,1402
다사412419,,0,오류2동,0,0,,1,1,0,1709
다사438437,,0,개봉2동,0,0,,1,1,0,1709
다사461423,,0,가리봉동,0,0,,1,1,0,1709
다사413421,,0,오류2동,0,0,,1,1,0,1709
다사421419,,0,오류2동,0,0,,1,1,0,1709
다사421436,,0,오류2동,0,0,1,1,1,1,1564
다사463427,,0,구로3동,0,0,3,1,1,3,1290
다사402428,,0,항동,0,0,,1,1,0,1709
다사404451,,0,수궁동,0,0,1,1,1,1,1564
다사461453,,0,구로5동,0,0,5,1,1,5,1107
다사398419,,0,항동,0,0,,1,1,0,1709
다사450460,,0,신도림동,0,0,1,1,1,1,1564
다사412436,,0,오류2동,0,0,1,1,1,1,1564
다사411418,,0,오류2동,0,0,,1,1,0,1709
다사413423,,0,오류2동,0,0,,1,1,0,1709
다사418440,,0,오류1동,0,0,3.5,1,1,3.5,1244
다사433446,,0,고척1동,0,0,,1,1,0,1709
다사409424,,0,항동,0,0,1,1,1,1,1564
다사462431,,0,구로3동,0,0,3,1,1,3,1290
다사406449,,0,수궁동,0,0,1,1,1,1,1564
다사454460,,0,신도림동,0,0,2.5,1,1,2.5,1344
다사441439,,0,개봉2동,0,0,,1,1,0,1709
다사442439,,0,구로1동,0,0,,1,1,0,1709
다사408431,,0,오류2동,0,0,,1,1,0,1709
다사400455,,0,수궁동,0,0,,1,1,0,1709
다사406457,,0,수궁동,0,0,,1,1,0,1709
다사444448,,0,구로2동,0,0,,1,1,0,1709
다사402430,,0,항동,0,0,,1,1,0,1709
다사407434,,0,오류2동,0,0,1,1,1,1,1564
다사413437,,0,오류2동,0,0,1,1,1,1,1564
다사452449,,0,구로2동,0,0,3,1,1,3,1290
다사396421,,0,항동,0,0,1.5,1,1,1.5,1461
다사456427,,0,가리봉동,0,0,,1,1,0,1709
다사435455,,0,고척2동,0,0,1,1,1,1,1564
다사446454,,0,신도림동,0,0,,1,1,0,1709
다사410443,,0,수궁동,0,0,,1,1,0,1709
다사465438,,0,구로4동,0,0,3.5,1,1,3.5,1244
다사419418,,0,오류2동,0,0,1,1,1,1,1564
다사402456,,0,수궁동,0,0,,1,1,0,1709
다사404442,,0,수궁동,0,0,1,1,1,1,1564
다사445445,,0,구로2동,0,0,2.5,1,1,2.5,1344
다사401446,,0,수궁동,0,0,,1,1,0,1709
다사422437,,0,오류2동,0,0,1,1,1.041,1.041,1548
다사451462,,0,신도림동,0,0,,1,1,0,1709
다사405451,,0,수궁동,0,0,1,1,1,1,1564
다사423434,,0,개봉3동,0,0,,1,1,0,1709
다사439439,,0,개봉2동,0,0,,1,1,0,1709
다사467433,,0,구로3동,0,0,,1,1,0,1709
다사411448,,0,수궁동,0,0,,1,1,0,1709
다사437444,,0,고척1동,0,0.625,5,1,1,5.625,1037
다사409423,,0,항동,0,0,,1,1,0,1709
다사423431,,0,개봉3동,0,0,1,1,1,1,1564
다사413439,,0,오류2동,0,0,2.5,1,1,2.5,1344
다사434444,,0,고척1동,0,0,,1,1,0,1709
다사399441,,0,수궁동,0,0,,1,1,0,1709
다사463447,,0,구로5동,0,0,1,1,1,1,1564
다사422456,,0,고척2동,0,0,1.5,1,1,1.5,1461
다사418431,,0,오류2동,0,0,,1,1,0,1709
다사396423,,0,항동,0,0,,1,1,0,1709
다사416451,,0,개봉1동,0,0,,1,1,0,1709
다사423432,,0,개봉3동,0,0,,1,1,0,1709
다사425443,,0,개봉1동,0,0,1.5,1,1,1.5,1461
다사403451,,0,수궁동,0,0,,1,1,0,1709
다사402448,,0,수궁동,0,0,,1,1,0,1709
다사394439,,0,수궁동,0,0,1.5,1,1,1.5,1461
다사411422,,0,오류2동,0,0,,1,1,0,1709
다사398443,,0,수궁동,0,0,2.5,1,1.041,2.6025,1334
다사425444,,0,개봉1동,0,0,,1,1,0,1709
다사445438,,0,구로1동,0,0,1.5,1,1,1.5,1461
다사404455,,0,수궁동,0,0,,1,1,0,1709
다사463451,,0,구로5동,0,0,3.5,1,1.041,3.6435,1238
다사422429,,0,오류2동,0,0,1,1,1.041,1.041,1548
다사413420,,0,오류2동,0,0,,1,1,0,1709
다사464443,,0,구로4동,0,0,,1,1,0,1709
다사408423,,0,항동,0,0,1,1,1,1,1564
다사416448,,0,개봉1동,0,0,3.5,1,1,3.5,1244
다사451454,,0,신도림동,0,0,3.5,1,1,3.5,1244
다사453465,,0,신도림동,0,0,,1,1,0,1709
다사420452,,0,개봉1동,0,0,2.5,1,1,2.5,1344
다사395422,,0,항동,0,0,1.5,1,1,1.5,1461
다사449444,,0,구로1동,0,0,,1,1,0,1709
다사403445,,0,수궁동,0,0,,1,1,0,1709
다사453455,,0,신도림동,0,0,5,1,1,5,1107
다사452451,,0,구로2동,0,0.035,4,1,1,4.035,1194
다사397437,,0,수궁동,0,0,,1,1,0,1709
다사445449,,0,구로2동,0,0,,1,1,0,1709
다사406433,,0,오류2동,0,0,,1,1,0,1709
다사446436,,0,구로1동,0,0,,1,1,0,1709
다사407422,,0,항동,0,0,,1,1,0,1709
다사417419,,0,오류2동,0,0,,1,1,0,1709
다사430430,,0,개봉3동,0,0,,1,1,0,1709
다사414450,,0,개봉1동,0,0,,1,1,0,1709
다사395444,,0,수궁동,0,0,,1,1,0,1709
다사407430,,0,항동,0,0,,1,1,0,1709
다사419419,,0,오류2동,0,0,,1,1,0,1709
다사421420,,0,오류2동,0,0,,1,1,0,1709
다사425457,,0,고척2동,0,0,,1,1,0,1709
다사414424,,0,오류2동,0,0,3,1,1,3,1290
다사424445,,0,개봉1동,0,0,,1,1.041,0,1709
다사447451,,0,구로2동,0,0,1.5,1,1,1.5,1461
다사447455,,0,신도림동,0,0,1,1,1,1,1564
다사408430,,0,오류2동,0,0,,1,1,0,1709
다사408427,,0,항동,0,0,,1,1,0,1709
다사471430,,0,구로3동,0,0,3.5,1,1,3.5,1244
다사451447,,0,구로2동,0,0,,1,1,0,1709
다사402455,,0,수궁동,0,0,,1,1,0,1709
다사420422,,0,오류2동,0,0,1,1,1,1,1564
다사450438,,0,구로1동,0,0,4.5,1,1,4.5,1154
다사400453,,0,수궁동,0,0,,1,1,0,1709
다사439445,,0,고척1동,0,0,1.5,1,1.041,1.5615,1455
다사446440,,0,구로1동,0,0,1.5,1,1,1.5,1461
다사408451,,0,수궁동,0,0,,1,1,0,1709
다사395438,,0,수궁동,0,0,1.5,1,1,1.5,1461
다사440444,,0,고척1동,0,0,1,1,1,1,1564
다사412426,,0,오류2동,0,0,,1,1,0,1709
다사413422,,0,오류2동,0,0,,1,1,0,1709
다사412423,,0,오류2동,0,0,,1,1,0,1709
다사412418,,0,오류2동,0,0,,1,1,0,1709
다사416453,,0,개봉1동,0,0,,1,1,0,1709
다사437438,,0,개봉2동,0,0,,1,1,0,1709
다사464428,,0,구로3동,0,0,3,1,1,3,1290
다사416450,,0,개봉1동,0,0,1,1,1,1,1564
다사400432,,0,항동,0,0,2.5,1,1,2.5,1344
다사420421,,0,오류2동,0,0,1,1,1,1,1564
다사427444,,0,개봉1동,0,0,3.5,1,1.041,3.6435,1238
다사442445,,0,구로2동,0,0,,1,1,0,1709
다사443451,,0,고척1동,0,0,1,1,1,1,1564
다사464445,,0,구로5동,0,0,,1,1,0,1709
다사406448,,0,수궁동,0,0,2,1,1,2,1402
다사422435,,0,오류2동,0,0,1,1,1,1,1564
다사412422,,0,오류2동,0,0,,1,1,0,1709
다사457462,,0,신도림동,0,0,,1,1,0,1709
다사401426,,0,항동,0,0,2,1,1,2,1402
다사451451,,0,구로2동,0,0,2,1,1,2,1402
다사446453,,0,구로2동,0,0,1.5,1,1,1.5,1461
다사424429,,0,개봉3동,0,0,,1,1,0,1709
다사456458,,0,신도림동,0,0,3.5,1,1,3.5,1244
다사427451,,0,고척2동,0,0,4,1,1,4,1198
다사402452,,0,수궁동,0,0,,1,1,0,1709
다사407429,,0,항동,0,0,,1,1,0,1709
다사422433,,0,개봉3동,0,0,,1,1,0,1709
다사450465,,0,신도림동,0,0,,1,1,0,1709
다사404453,,0,수궁동,0,0,,1,1,0,1709
다사444449,,0,구로2동,0,0,,1,1,0,1709
다사442437,,0,구로1동,0,0,,1,1,0,1709
다사409449,,0,수궁동,0,0,,1,1,0,1709
다사416421,,0,오류2동,0,0,,1,1,0,1709
다사472429,,0,구로3동,0,0,,1,1,0,1709
다사407426,,0,항동,0,0,,1,1,0,1709
다사446434,,0,구로1동,0,0,1,1,1,1,1564
다사464425,,0,구로3동,0,0,3.5,1,1,3.5,1244
다사427453,,0,고척2동,0,0,1,1,1,1,1564
다사417426,,0,오류2동,0,0,2.5,1,1,2.5,1344
다사448446,,0,구로2동,0,0,2.5,1,1,2.5,1344
다사395440,,0,수궁동,0,0,3,1,1,3,1290
다사461448,,0,구로5동,0,0,3.5,1,1,3.5,1244
다사449450,,0,구로2동,0,0,1.5,1,1,1.5,1461
다사456462,,0,신도림동,0,0,,1,1,0,1709
다사450461,,0,신도림동,0,0,,1,1,0,1709
다사461456,,0,신도림동,0,0,4,1,1,4,1198
다사431456,,0,고척2동,0,0,,1,1.041,0,1709
다사440446,,0,고척1동,0,0.715,1.5,1,1,2.215,1393
다사404420,,0,항동,0,0,,1,1,0,1709
다사417421,,0,오류2동,0,0,2.5,1,1,2.5,1344
다사394418,,0,항동,0,0,,1,1,0,1709
다사407425,,0,항동,0,0,,1,1,0,1709
다사425426,,0,개봉3동,0,0,,1,1,0,1709
다사403456,,0,수궁동,0,0,,1,1,0,1709
다사392442,,0,수궁동,0,0,,1,1,0,1709
다사416430,,0,오류2동,0,0,4.5,1,1,4.5,1154
다사406451,,0,수궁동,0,0,1,1,1,1,1564
다사419432,,0,오류2동,0,0,,1,1,0,1709
다사397424,,0,항동,0,0,,1,1,0,1709
다사406454,,0,수궁동,0,0,1,1,1.041,1.041,1548
다사437437,,0,개봉2동,0,0,2.5,1,1.041,2.6025,1334
다사428427,,0,개봉3동,0,0,2,1,1,2,1402
다사450431,,0,구로1동,0,0,,1,1,0,1709
다사451437,,0,구로1동,0,0,1,1,1,1,1564
다사409445,,0,수궁동,0,0,1.5,1,1,1.5,1461
다사407421,,0,항동,0,0,,1,1,0,1709
다사451445,,0,구로2동,0,0,3.5,1,1,3.5,1244
다사400445,,0,수궁동,0,0,2,1,1,2,1402
다사395445,,0,수궁동,0,0,,1,1,0,1709
다사408453,,0,수궁동,0,0,,1,1,0,1709
다사435435,,0,개봉3동,0,0,,1,1,0,1709
다사413430,,0,오류2동,0,0,,1,1,0,1709
다사461459,,0,신도림동,0,0,,1,1,0,1709
다사461430,,0,구로3동,0,0,1.5,1,1,1.5,1461
다사469425,,0,구로3동,0,0,1,1,1,1,1564
다사462445,,0,구로5동,0,0,5,1,1,5,1107
다사411437,,0,오류2동,0,0,1,1,1,1,1564
다사441443,,0,고척1동,0,0,,1,1,0,1709
다사420430,,0,오류2동,0,0,,1,1,0,1709
다사405442,,0,수궁동,0,0,1.5,1,1,1.5,1461
다사446456,,0,신도림동,0,0,,1,1,0,1709
다사421431,,0,개봉3동,0,0,,1,1,0,1709
다사447448,,0,구로2동,0,0,1.5,1,1,1.5,1461
다사466436,,0,구로3동,0,0,,1,1,0,1709
다사408429,,0,항동,0,0,,1,1,0,1709
다사406434,,0,오류2동,0,0,,1,1,0,1709
다사420436,,0,오류2동,0,0,2.5,1,1.041,2.6025,1334
다사458441,,0,구로2동,0,0,2,1,1,2,1402
다사405420,,0,항동,0,0,,1,1,0,1709
다사450443,,0,구로1동,0,0,,1,1,0,1709
다사449462,,0,신도림동,0,0,,1,1,0,1709
다사418432,,0,오류2동,0,0,,1,1,0,1709
다사403429,,0,항동,0,0,,1,1,0,1709
다사403447,,0,수궁동,0,0,,1,1,0,1709
다사419420,,0,오류2동,0,0,1,1,1,1,1564
다사448462,,0,신도림동,0,0,,1,1,0,1709
다사464452,,0,구로5동,0,0,,1,1,0,1709
다사405434,,0,오류2동,0,0,1,1,1,1,1564
다사453464,,0,신도림동,0,0,,1,1,0,1709
다사450440,,0,구로1동,0,0,,1,1,0,1709
다사428459,,0,고척2동,0,0,,1,1,0,1709
다사400449,,0,수궁동,0,0,,1,1,0,1709
다사434434,,0,개봉3동,0,0,1,1,1,1,1564
다사407453,,0,수궁동,0,0,,1,1,0,1709
다사435443,,0,개봉1동,0,0.415,3.5,1,1,3.915,1226
다사396439,,0,수궁동,0,0,2,1,1,2,1402
다사441450,,0,고척1동,0,0,1,1,1,1,1564
다사409429,,0,오류2동,0,0,,1,1,0,1709
다사448451,,0,구로2동,0,0,1.5,1,1,1.5,1461
다사403452,,0,수궁동,0,0,,1,1,0,1709
다사420434,,0,오류2동,0,0,,1,1,0,1709
다사417420,,0,오류2동,0,0,,1,1,0,1709
다사469431,,0,구로3동,0,0,4,1,1,4,1198
다사410425,,0,오류2동,0,0,,1,1,0,1709
다사421432,,0,개봉3동,0,0,,1,1,0,1709
다사402454,,0,수궁동,0,0,,1,1,0,1709
다사406422,,0,항동,0,0,,1,1,0,1709
다사395418,,0,항동,0,0,,1,1,0,1709
다사398447,,0,수궁동,0,0,,1,1,0,1709
다사446458,,0,신도림동,0,0,,1,1,0,1709
다사425434,,0,개봉3동,0,0,1.5,1,1,1.5,1461
다사439437,,0,개봉2동,0,0,,1,1,0,1709
다사456455,,0,신도림동,0,1.25,5,1,1.041,6.50625,962
다사451450,,0,구로2동,0,0,4,1,1,4,1198
다사454464,,0,신도림동,0,0,,1,1,0,1709
다사407454,,0,수궁동,0,0,1,1,1,1,1564
다사460449,,0,구로5동,0,0,5,1,1,5,1107
다사422430,,0,개봉3동,0,0,,1,1,0,1709
다사435447,,0,고척1동,0,0,1,1,1,1,1564
다사429457,,0,고척2동,0,0,,1,1,0,1709
다사408450,,0,수궁동,0,0,,1,1,0,1709
다사424438,,0,오류2동,0,0,,1,1.041,0,1709
다사434448,,0,고척1동,0,0,4,1,1.041,4.164,1181
다사446449,,0,구로2동,0,0,1.5,1,1,1.5,1461
다사447435,,0,구로1동,0,0,,1,1,0,1709
다사449447,,0,구로2동,0,0,2.5,1,1,2.5,1344
다사432446,,0,고척1동,0,0,,1,1,0,1709
다사463455,,0,구로5동,0,0,2.5,1,1,2.5,1344
다사427459,,0,,0,0,,1,1,0,1709
다사464453,,0,구로5동,0,0,,1,1,0,1709
다사452466,,0,신도림동,0,0,,1,1,0,1709
다사444444,,0,구로2동,0,0,,1,1,0,1709
다사412424,,0,오류2동,0,0,,1,1,0,1709
다사429458,,0,고척2동,0,0,,1,1,0,1709
다사448460,,0,신도림동,0,0,,1,1,0,1709
다사422457,,0,고척2동,0,0,,1,1,0,1709
다사400425,,0,항동,0,0,1.5,1,1,1.5,1461
다사413449,,0,개봉1동,0,0,,1,1,0,1709
다사451434,,0,구로1동,0,0,1,1,1,1,1564
다사441441,,0,구로1동,0,0,,1,1,0,1709
다사406450,,0,수궁동,0,0,1,1,1,1,1564
다사404454,,0,수궁동,0,0,,1,1,0,1709
다사413419,,0,오류2동,0,0,,1,1,0,1709
다사424439,,0,개봉2동,0,0,3,1,1,3,1290
다사444446,,0,구로2동,0,0,2.5,1,1,2.5,1344
다사451464,,0,신도림동,0,0,,1,1,0,1709
다사411419,,0,오류2동,0,0,,1,1,0,1709
다사459455,,0,신도림동,0,0.04,4,1,1,4.04,1193
다사434433,,0,개봉3동,0,0,,1,1,0,1709
다사454429,,0,가리봉동,0,0,1,1,1,1,1564
다사410445,,0,수궁동,0,0,,1,1,0,1709
다사448434,,0,구로1동,0,0,,1,1,0,1709
다사396417,,0,항동,0,0,,1,1,0,1709
다사405433,,0,항동,0,0,,1,1,0,1709
다사453448,,0,구로2동,0,0,3,1,1,3,1290
다사403433,,0,항동,0,0,1,1,1,1,1564
다사398448,,0,수궁동,0,0,,1,1,0,1709
다사401428,,0,항동,0,0,1,1,1,1,1564
다사411430,,0,오류2동,0,0,,1,1,0,1709
다사412447,,0,수궁동,0,0,,1,1,0,1709
다사465430,,0,구로3동,0,0,4,1,1,4,1198
다사419421,,0,오류2동,0,0,1,1,1,1,1564
다사464429,,0,구로3동,0,0,3,1,1,3,1290
다사423457,,0,고척2동,0,0,,1,1,0,1709
다사444439,,0,구로1동,0,0,1.5,1,1.041,1.5615,1455
다사414420,,0,오류2동,0,0,,1,1,0,1709
다사451435,,0,구로1동,0,0,1,1,1,1,1564
다사447458,,0,신도림동,0,0,,1,1,0,1709
다사402427,,0,항동,0,0,1,1,1.041,1.041,1548
다사399432,,0,항동,0,0,,1,1,0,1709
다사470430,,0,구로3동,0,0,3.5,1,1,3.5,1244
다사424435,,0,개봉3동,0,0,,1,1,0,1709
다사406430,,0,항동,0,0,,1,1,0,1709
다사440440,,0,개봉2동,0,0,,1,1,0,1709
다사453447,,0,구로2동,0,0,1,1,1,1,1564
다사436439,,0,개봉2동,0,0,4,1,1,4,1198
다사446448,,0,구로2동,0,0,1.5,1,1,1.5,1461
다사425442,,0,오류1동,0,0,2.5,1,1,2.5,1344
다사451432,,0,구로1동,0,0,,1,1,0,1709
다사406432,,0,오류2동,0,0,1.5,1,1,1.5,1461
다사419441,,0,오류1동,0,0,3,1,1,3,1290
다사398441,,0,수궁동,0,0,,1,1.041,0,1709
다사420424,,0,오류2동,0,0,,1,1,0,1709
다사408454,,0,수궁동,0,0,,1,1,0,1709
다사415448,,0,개봉1동,0,0,,1,1,0,1709
다사443435,,0,구로1동,0,0,,1,1,0,1709
다사446457,,0,신도림동,0,0,,1,1,0,1709
다사441451,,0,고척1동,0,0,2.5,1,1,2.5,1344
다사441445,,0,고척1동,0,0,1.5,1,1,1.5,1461
다사399437,,0,수궁동,0,0,2.5,1,1,2.5,1344
다사398425,,0,항동,0,0,1.5,1,1,1.5,1461
다사412450,,0,수궁동,0,0,,1,1.041,0,1709
다사410424,,0,오류2동,0,0,,1,1,0,1709
다사466430,,0,구로3동,0,0.11,3,1,1,3.11,1287
다사443443,,0,구로2동,0,0,2.5,1,1,2.5,1344
다사426457,,0,고척2동,0,0,1,1,1,1,1564
다사416420,,0,오류2동,0,0,,1,1,0,1709
다사396441,,0,수궁동,0,0,2,1,1,2,1402
다사425456,,0,고척2동,0,0,1.5,1,1,1.5,1461
다사396420,,0,항동,0,0,,1,1,0,1709
다사467428,,0,구로3동,0,0.215,3,1,1,3.215,1278
다사396422,,0,항동,0,0,1.5,1,1,1.5,1461
다사421435,,0,오류2동,0,0,1,1,1,1,1564
다사451438,,0,구로1동,0,0,4.5,1,1.041,4.6845,1143
다사467429,,0,구로3동,0,0,1.5,1,1,1.5,1461
다사425445,,0,개봉1동,0,0,2,1,1,2,1402
다사443436,,0,구로1동,0,0,,1,1,0,1709
다사405426,,0,항동,0,0,,1,1,0,1709
다사420432,,0,개봉3동,0,0,,1,1,0,1709
다사394421,,0,항동,0,0,1.5,1,1,1.5,1461
다사413450,,0,개봉1동,0,0,,1,1,0,1709
다사392443,,0,수궁동,0,0,,1,1,0,1709
다사408428,,0,항동,0,0,,1,1,0,1709
다사449443,,0,구로1동,0,0,,1,1,0,1709
다사447459,,0,신도림동,0,0,,1,1,0,1709
다사445446,,0,구로2동,0,0,2.5,1,1,2.5,1344
다사428458,,0,고척2동,0,0,,1,1,0,1709
다사437439,,0,개봉2동,0,0,1.5,1,1,1.5,1461
다사453461,,0,신도림동,0,0,,1,1,0,1709
다사467423,,0,구로3동,0,0,,1,1,0,1709
다사425458,,0,고척2동,0,0,,1,1,0,1709
다사408426,,0,항동,0,0,,1,1,0,1709
다사424434,,0,개봉3동,0,0,1,1,1,1,1564
다사460455,,0,구로5동,0,0,4.5,1,1,4.5,1154
다사456454,,0,신도림동,0,0.665,4,1,1,4.665,1145
다사393419,,0,항동,0,0,,1,1,0,1709
다사408424,,0,항동,0,0,1,1,1,1,1564
다사453460,,0,신도림동,0,0,4,1,1,4,1198
다사400431,,0,항동,0,0,2.5,1,1,2.5,1344
다사450439,,0,구로1동,0,0,3,1,1,3,1290
다사405438,,0,오류2동,0,0,1,1,1,1,1564
다사438440,,0,개봉1동,0,0,5,1,1,5,1107
다사459461,,0,신도림동,0,0,,1,1,0,1709
다사440441,,0,개봉1동,0,0,5,1,1,5,1107
다사448433,,0,구로1동,0,0,,1,1,0,1709
다사446446,,0,구로2동,0,0,2.5,1,1,2.5,1344
다사450444,,0,구로1동,0,0,,1,1,0,1709
다사433457,,0,고척2동,0,0,,1,1,0,1709
다사454455,,0,신도림동,0,0,1,1,1,1,1564
다사427457,,0,고척2동,0,0,,1,1,0,1709
다사451433,,0,구로1동,0,0,1.5,1,1,1.5,1461
다사425435,,0,개봉3동,0,0,,1,1,0,1709
다사420420,,0,오류2동,0,0,1,1,1,1,1564
다사455438,,0,구로2동,0,0,3.5,1,1,3.5,1244
다사393445,,0,수궁동,0,0,,1,1,0,1709
다사405431,,0,항동,0,0,1,1,1,1,1564
다사410431,,0,오류2동,0,0,,1,1,0,1709
다사409428,,0,오류2동,0,0,,1,1,0,1709
다사442450,,0,고척1동,0,0,1,1,1,1,1564
다사432458,,0,고척2동,0,0,,1,1,0,1709
다사401449,,0,수궁동,0,0,,1,1,0,1709
다사398420,,0,항동,0,0,,1,1,0,1709
다사396445,,0,수궁동,0,0,,1,1,0,1709
다사457461,,0,신도림동,0,0,1.5,1,1,1.5,1461
다사448447,,0,구로2동,0,0,2.5,1,1,2.5,1344
다사394443,,0,수궁동,0,0,,1,1,0,1709
다사468432,,0,구로3동,0,0,,1,1,0,1709
다사461457,,0,신도림동,0,0,2.5,1,1,2.5,1344
다사466431,,0,구로3동,0,0,3,1,1,3,1290
다사443444,,0,구로2동,0,0,,1,1,0,1709
다사446459,,0,신도림동,0,0,,1,1,0,1709
다사410422,,0,오류2동,0,0,,1,1,0,1709
다사413428,,0,오류2동,0,0,1.5,1,1.041,1.5615,1455
다사419424,,0,오류2동,0,0,,1,1,0,1709
다사402451,,0,수궁동,0,0,,1,1,0,1709
다사451465,,0,신도림동,0,0,,1,1,0,1709
다사410452,,0,수궁동,0,0,,1,1,0,1709
다사411447,,0,수궁동,0,0,,1,1,0,1709
다사410426,,0,오류2동,0,0,,1,1,0,1709
다사399448,,0,수궁동,0,0,,1,1,0,1709
다사433447,,0,고척1동,0,0,,1,1.041,0,1709
다사414447,,0,오류1동,0,0,,1,1,0,1709
다사443438,,0,구로1동,0,0,,1,1,0,1709
다사403444,,0,수궁동,0,0,1,1,1,1,1564
다사413451,,0,,0,0,,1,1,0,1709
다사400450,,0,수궁동,0,0,,1,1,0,1709
다사440443,,0,고척1동,0,0,1,1,1,1,1564
다사448458,,0,신도림동,0,0,,1,1,0,1709
다사420431,,0,오류2동,0,0,,1,1,0,1709
다사416452,,0,개봉1동,0,0,,1,1,0,1709
다사414428,,0,오류2동,0,0,3,1,1,3,1290
다사442451,,0,고척1동,0,0,1,1,1,1,1564
다사421434,,0,오류2동,0,0,1,1,1,1,1564
다사400441,,0,수궁동,0,0,,1,1,0,1709
다사470426,,0,구로3동,0,0,,1,1,0,1709
다사393441,,0,수궁동,0,0,2,1,1,2,1402
다사450446,,0,구로1동,0,0,1.5,1,1,1.5,1461
다사461444,,0,구로5동,0,0,5,1,1,5,1107
다사409451,,0,수궁동,0,0,,1,1,0,1709
다사458456,,0,신도림동,0,0,5,1,1,5,1107
다사398446,,0,수궁동,0,0,,1,1.041,0,1709
다사416447,,0,개봉1동,0,0,2.5,1,1,2.5,1344
다사400436,,0,수궁동,0,0,3.5,1,1,3.5,1244
다사449461,,0,신도림동,0,0,,1,1,0,1709
다사418433,,0,오류2동,0,0,,1,1,0,1709
다사443447,,0,구로2동,0,0,,1,1,0,1709
다사443441,,0,구로1동,0,0,,1,1,0,1709
다사412448,,0,수궁동,0,0,,1,1,0,1709
다사452464,,0,신도림동,0,0,,1,1,0,1709
다사420423,,0,오류2동,0,0,,1,1,0,1709
다사394441,,0,수궁동,0,0,2,1,1,2,1402
다사449441,,0,구로1동,0,0,2,1,1,2,1402
다사451466,,0,신도림동,0,0,,1,1,0,1709
다사401434,,0,수궁동,0,0,1.5,1,1,1.5,1461
다사412439,,0,오류2동,0,0,2.5,1,1,2.5,1344
다사412421,,0,오류2동,0,0,,1,1,0,1709
다사440453,,0,고척1동,0,0,2.5,1,1,2.5,1344
다사454463,,0,신도림동,0,0,2,1,1,2,1402
다사454452,,0,신도림동,0,0,5,1,1,5,1107
